year,selling_price,km_driven,transmission,mileage,engine,max_power,seats,manufacturer,target
2017.0,650000.0,16200.0,,,,88.5,,,650000.0
2019.0,330000.0,10000.0,,,,40.3,,,330000.0
2019.0,366000.0,15000.0,,,,67.1,,,366000.0
2019.0,1149000.0,5000.0,,,,121.3,,,1149000.0
2016.0,150000.0,42000.0,,,,67.0,,,150000.0
2011.0,425000.0,60000.0,,,,138.03,,,425000.0
2012.0,150000.0,76000.0,,,,37.0,,,150000.0
2019.0,,5000.0,,,,,,,
2018.0,925000.0,28900.0,,,,117.3,,,925000.0
2013.0,425000.0,86300.0,,,,116.3,,,425000.0
2018.0,675000.0,23300.0,,,,83.14,,,675000.0
2018.0,819999.0,32600.0,,,,88.5,,,819999.0
2018.0,390000.0,10300.0,,,,67.05,,,390000.0
2014.0,,77000.0,,,,,,,
2013.0,700000.0,99000.0,,,,100.0,,,700000.0
2014.0,,27800.0,,,,120.7,,,
2015.0,425000.0,49800.0,,,,98.63,,,425000.0
2013.0,1090000.0,151000.0,,,,,,,1090000.0
2015.0,600000.0,54700.0,,,,98.6,,,600000.0
2018.0,850000.0,64000.0,,,,103.25,,,850000.0
2015.0,525000.0,63000.0,,,,98.6,,,525000.0
2016.0,,127700.0,,,,,,,
2016.0,950000.0,99000.0,,,,100.6,,,950000.0
2013.0,,33900.0,,,,,,,
2018.0,,25000.0,,,,138.03,,,
2013.0,,50000.0,,,,,,,
2013.0,,59000.0,,,,,,,
2011.0,265000.0,120000.0,,,,88.8,,,265000.0
2011.0,190000.0,110000.0,,,,78.9,,,190000.0
2013.0,425000.0,60000.0,,,,88.76,,,425000.0
2015.0,630000.0,147000.0,,,,74.0,,,630000.0
2017.0,600000.0,25000.0,,,,86.8,,,600000.0
2019.0,650000.0,30000.0,,,,83.1,,,650000.0
2016.0,540000.0,40000.0,,,,108.495,,,540000.0
2015.0,630000.0,135000.0,,,,98.6,,,630000.0
2018.0,448000.0,30000.0,,,,67.0,,,448000.0
2017.0,500000.0,80000.0,,,,108.62,,,500000.0
2016.0,745000.0,70000.0,,,,88.5,,,745000.0
2019.0,1025000.0,9850.0,,,,88.5,,,1025000.0
2011.0,235000.0,60000.0,,,,78.9,,,235000.0
2016.0,630000.0,70000.0,,,,74.0,,,630000.0
2015.0,,78000.0,,,,,,,
2013.0,450000.0,120000.0,,,,74.0,,,450000.0
2012.0,450000.0,120000.0,,,,93.7,,,450000.0
2003.0,50000.0,70000.0,,,,82.0,,,50000.0
2013.0,450000.0,170000.0,,,,103.6,,,450000.0
2016.0,1200000.0,140000.0,,,,100.6,,,1200000.0
2015.0,610000.0,90000.0,,,,98.59,,,610000.0
2016.0,,30000.0,,,,,,,
2017.0,484999.0,10000.0,,,,67.04,,,484999.0
2016.0,275000.0,49000.0,,,,67.05,,,275000.0
2016.0,315000.0,32000.0,,,,47.3,,,315000.0
2016.0,275000.0,38000.0,,,,47.3,,,275000.0
2015.0,475000.0,78000.0,,,,82.0,,,475000.0
2012.0,290000.0,28000.0,,,,68.05,,,290000.0
2017.0,280000.0,32000.0,,,,35.0,,,280000.0
2010.0,225000.0,44000.0,,,,58.2,,,225000.0
2015.0,455000.0,42000.0,,,,74.0,,,455000.0
2015.0,351000.0,45000.0,,,,68.05,,,351000.0
2012.0,535000.0,12000.0,,,,103.6,,,535000.0
2009.0,175000.0,55500.0,,,,67.1,,,175000.0
2013.0,525000.0,61500.0,,,,82.85,,,525000.0
2016.0,600000.0,150000.0,,,,74.0,,,600000.0
2016.0,565000.0,72000.0,,,,82.0,,,565000.0
2008.0,120000.0,68000.0,,,,46.3,,,120000.0
2017.0,725000.0,110000.0,,,,88.73,,,725000.0
2009.0,185000.0,77000.0,,,,67.05,,,185000.0
2010.0,200000.0,100000.0,,,,90.0,,,200000.0
2019.0,615000.0,10000.0,,,,81.8,,,615000.0
2016.0,270000.0,100000.0,,,,73.0,,,270000.0
2018.0,610000.0,35000.0,,,,83.1,,,610000.0
2014.0,625000.0,70000.0,,,,120.0,,,625000.0
2020.0,400000.0,5000.0,,,,94.68,,,400000.0
2017.0,866000.0,37800.0,,,,121.3,,,866000.0
2010.0,700000.0,114000.0,,,,,,,700000.0
2010.0,300000.0,48000.0,,,,65.0,,,300000.0
2019.0,,32000.0,,,,,,,
2016.0,375000.0,100000.0,,,,69.01,,,375000.0
2013.0,522000.0,150000.0,,,,126.32,,,522000.0
2013.0,451999.0,69000.0,,,,88.76,,,451999.0
2009.0,300000.0,100000.0,,,,138.1,,,300000.0
2020.0,475000.0,13000.0,,,,67.04,,,475000.0
2016.0,780000.0,60000.0,,,,88.5,,,780000.0
2017.0,595000.0,40000.0,,,,83.14,,,595000.0
2017.0,440000.0,35000.0,,,,67.04,,,440000.0
2010.0,300000.0,120000.0,,,,82.0,,,300000.0
2014.0,400000.0,70000.0,,,,83.8,,,400000.0
2016.0,1140000.0,50000.0,,,,126.2,,,1140000.0
2017.0,850000.0,76139.0,,,,98.96,,,850000.0
2012.0,370000.0,175000.0,,,,73.9,,,370000.0
2018.0,350000.0,25000.0,,,,67.0,,,350000.0
2015.0,360000.0,40000.0,,,,67.04,,,360000.0
2008.0,105000.0,65000.0,,,,46.3,,,105000.0
2013.0,625000.0,90000.0,,,,88.76,,,625000.0
2009.0,135000.0,80000.0,,,,62.1,,,135000.0
2015.0,700000.0,110000.0,,,,88.76,,,700000.0
2019.0,690000.0,1303.0,,,,86.7,,,690000.0
2018.0,,31800.0,,,,,,,
2019.0,,20000.0,,,,,,,
2017.0,,45000.0,,,,,,,
2017.0,,17000.0,,,,,,,
2019.0,,21000.0,,,,148.31,,,
2017.0,,37000.0,,,,,,,
2018.0,,29500.0,,,,,,,
2017.0,,27000.0,,,,82.0,,,
2019.0,,7500.0,,,,,,,
2018.0,,50000.0,,,,,,,
2016.0,,35000.0,,,,,,,
2019.0,,19000.0,,,,141.0,,,
2017.0,795000.0,41000.0,,,,117.6,,,795000.0
2013.0,625000.0,39000.0,,,,138.03,,,625000.0
2018.0,,22000.0,,,,,,,
2015.0,,53000.0,,,,,,,
2015.0,535000.0,40000.0,,,,88.5,,,535000.0
2017.0,,47000.0,,,,,,,
2010.0,975000.0,72200.0,,,,150.0,,,975000.0
2016.0,805000.0,49900.0,,,,147.5,,,805000.0
2017.0,,9000.0,,,,,,,
2018.0,811000.0,11000.0,,,,108.5,,,811000.0
2011.0,375000.0,49000.0,,,,103.6,,,375000.0
2012.0,550000.0,95000.0,,,,147.5,,,550000.0
2016.0,645000.0,11000.0,,,,103.5,,,645000.0
2018.0,,18000.0,,,,,,,
2014.0,599000.0,46100.0,,,,93.7,,,599000.0
2017.0,,16000.0,,,,,,,
2017.0,875000.0,18000.0,,,,116.3,,,875000.0
2019.0,894999.0,9654.0,,,,81.8,,,894999.0
2011.0,175000.0,11000.0,,,,67.05,,,175000.0
2012.0,340000.0,24300.0,,,,81.8,,,340000.0
2016.0,,42163.0,,,,,,,
2018.0,1025000.0,8000.0,,,,108.5,,,1025000.0
2016.0,,30000.0,,,,,,,
2016.0,,41000.0,,,,,,,
2016.0,,12000.0,,,,,,,
2009.0,450000.0,71000.0,,,,,,,450000.0
2016.0,850000.0,20000.0,,,,91.1,,,850000.0
2017.0,,30000.0,,,,,,,
2011.0,300000.0,100000.0,,,,103.6,,,300000.0
2018.0,575000.0,9500.0,,,,86.8,,,575000.0
2011.0,160000.0,120000.0,,,,68.0,,,160000.0
2015.0,515000.0,36600.0,,,,81.8,,,515000.0
2015.0,390000.0,50000.0,,,,67.0,,,390000.0
2016.0,550000.0,14000.0,,,,81.83,,,550000.0
,40000.0,40000.0,,,,37.0,,,40000.0
2010.0,220000.0,120000.0,,,,73.9,,,220000.0
2015.0,425000.0,70000.0,,,,82.0,,,425000.0
2019.0,480000.0,13000.0,,,,75.0,,,480000.0
2014.0,400000.0,60000.0,,,,82.0,,,400000.0
2014.0,487000.0,35000.0,,,,85.8,,,487000.0
2016.0,386000.0,44000.0,,,,82.0,,,386000.0
2005.0,100000.0,120000.0,,,,100.0,,,100000.0
2010.0,300000.0,60000.0,,,,87.2,,,300000.0
,100000.0,60000.0,,,,53.0,,,100000.0
2014.0,,30000.0,,,,,,,
2016.0,450000.0,15000.0,,,,82.0,,,450000.0
2017.0,490000.0,90000.0,,,,74.0,,,490000.0
2009.0,345000.0,47000.0,,,,118.0,,,345000.0
2005.0,85000.0,90000.0,,,,60.0,,,85000.0
2010.0,215000.0,120600.0,,,,67.1,,,215000.0
2010.0,320000.0,100000.0,,,,103.2,,,320000.0
2016.0,459999.0,60000.0,,,,83.14,,,459999.0
2005.0,65000.0,86000.0,,,,83.0,,,65000.0
2020.0,720000.0,5000.0,,,,81.86,,,720000.0
2017.0,800000.0,37000.0,,,,88.5,,,800000.0
2019.0,520000.0,14000.0,,,,84.0,,,520000.0
2015.0,580000.0,70000.0,,,,88.76,,,580000.0
2012.0,235000.0,120000.0,,,,82.0,,,235000.0
2015.0,600000.0,50000.0,,,,117.3,,,600000.0
2014.0,290000.0,60000.0,,,,86.8,,,290000.0
2016.0,360000.0,50000.0,,,,58.16,,,360000.0
2017.0,550000.0,50000.0,,,,83.14,,,550000.0
2013.0,375000.0,70000.0,,,,82.85,,,375000.0
2003.0,40000.0,90000.0,,,,82.0,,,40000.0
2018.0,420000.0,35000.0,,,,67.0,,,420000.0
2017.0,550000.0,20000.0,,,,81.8,,,550000.0
2018.0,270000.0,20000.0,,,,47.3,,,270000.0
2018.0,700000.0,7800.0,,,,81.8,,,700000.0
2017.0,500000.0,20000.0,,,,81.8,,,500000.0
2019.0,1250000.0,15000.0,,,,147.94,,,1250000.0
2013.0,320000.0,31377.0,,,,82.85,,,320000.0
2018.0,700000.0,50000.0,,,,74.02,,,700000.0
2015.0,290000.0,60000.0,,,,67.04,,,290000.0
2012.0,550000.0,100000.0,,,,138.1,,,550000.0
2012.0,265000.0,60000.0,,,,86.8,,,265000.0
2018.0,830000.0,5000.0,,,,83.1,,,830000.0
2017.0,800000.0,60000.0,,,,147.94,,,800000.0
2011.0,160000.0,25000.0,,,,46.3,,,160000.0
2018.0,335000.0,30000.0,,,,53.3,,,335000.0
2017.0,329000.0,80000.0,,,,67.0,,,329000.0
2017.0,775000.0,75000.0,,,,88.5,,,775000.0
2020.0,524000.0,32000.0,,,,81.86,,,524000.0
2015.0,245000.0,40000.0,,,,47.3,,,245000.0
2012.0,275000.0,93000.0,,,,80.0,,,275000.0
2018.0,520000.0,60000.0,,,,88.7,,,520000.0
2008.0,130000.0,120000.0,,,,82.0,,,130000.0
2014.0,550000.0,37000.0,,,,97.7,,,550000.0
2018.0,910000.0,15000.0,,,,121.36,,,910000.0
2015.0,300000.0,80000.0,,,,67.04,,,300000.0
2016.0,350000.0,140000.0,,,,67.04,,,350000.0
2013.0,900000.0,70000.0,,,,,,,900000.0
2013.0,300000.0,120000.0,,,,100.0,,,300000.0
2010.0,250000.0,110000.0,,,,73.9,,,250000.0
2017.0,1100000.0,37000.0,,,,126.2,,,1100000.0
2016.0,270000.0,44000.0,,,,53.3,,,270000.0
2015.0,640000.0,80000.0,,,,88.76,,,640000.0
2015.0,650000.0,125000.0,,,,140.0,,,650000.0
2017.0,409999.0,13500.0,,,,73.0,,,409999.0
2011.0,165000.0,75000.0,,,,62.1,,,165000.0
2007.0,80000.0,120000.0,,,,94.0,,,80000.0
2012.0,535000.0,120000.0,,,,140.0,,,535000.0
2013.0,700000.0,70000.0,,,,100.57,,,700000.0
2013.0,550000.0,70000.0,,,,74.0,,,550000.0
2019.0,680000.0,15000.0,,,,88.76,,,680000.0
2009.0,200000.0,53000.0,,,,78.9,,,200000.0
2014.0,500000.0,120000.0,,,,74.0,,,500000.0
2016.0,1000000.0,70000.0,,,,88.5,,,1000000.0
2008.0,110000.0,120000.0,,,,82.9,,,110000.0
2012.0,320000.0,100000.0,,,,80.0,,,320000.0
2005.0,75000.0,110000.0,,,,82.0,,,75000.0
2015.0,350000.0,100000.0,,,,83.11,,,350000.0
2013.0,170000.0,162500.0,,,,70.0,,,170000.0
2017.0,800000.0,39000.0,,,,88.73,,,800000.0
2017.0,500000.0,75000.0,,,,74.0,,,500000.0
2017.0,,50000.0,,,,,,,
2019.0,1300000.0,40000.0,,,,121.0,,,1300000.0
2013.0,530000.0,92500.0,,,,126.3,,,530000.0
2012.0,360000.0,158000.0,,,,74.0,,,360000.0
2012.0,310000.0,120000.0,,,,73.9,,,310000.0
2015.0,725000.0,50000.0,,,,98.6,,,725000.0
2012.0,340000.0,110000.0,,,,73.9,,,340000.0
2017.0,550000.0,2000.0,,,,73.97,,,550000.0
2011.0,1150000.0,181000.0,,,,,,,1150000.0
2016.0,380000.0,70000.0,,,,69.0,,,380000.0
2013.0,350000.0,90000.0,,,,99.6,,,350000.0
2019.0,610000.0,2000.0,,,,81.86,,,610000.0
2015.0,525000.0,20000.0,,,,83.14,,,525000.0
2011.0,480000.0,120000.0,,,,102.0,,,480000.0
2017.0,780000.0,35000.0,,,,105.0,,,780000.0
2012.0,320000.0,,,,,73.9,,,320000.0
2014.0,375000.0,80000.0,,,,81.8,,,375000.0
2019.0,300000.0,40000.0,,,,67.05,,,300000.0
2015.0,500000.0,70000.0,,,,88.73,,,500000.0
2011.0,404000.0,122358.0,,,,120.0,,,404000.0
2015.0,500000.0,75000.0,,,,69.01,,,500000.0
2017.0,350000.0,120000.0,,,,69.0,,,350000.0
2015.0,380000.0,40000.0,,,,88.7,,,380000.0
2008.0,114999.0,95200.0,,,,94.0,,,114999.0
2014.0,335000.0,33033.0,,,,86.8,,,335000.0
2015.0,465000.0,63063.0,,,,82.0,,,465000.0
2012.0,290000.0,60000.0,,,,88.76,,,290000.0
2005.0,110000.0,45000.0,,,,46.3,,,110000.0
2011.0,450000.0,80000.0,,,,138.1,,,450000.0
2009.0,400000.0,170000.0,,,,63.0,,,400000.0
2007.0,210000.0,,,,,63.0,,,210000.0
2018.0,,7976.0,,,,,,,
2016.0,220000.0,35000.0,,,,34.2,,,220000.0
2017.0,450000.0,35000.0,,,,82.0,,,450000.0
2017.0,450000.0,35000.0,,,,82.0,,,450000.0
2013.0,290000.0,50000.0,,,,78.9,,,290000.0
2016.0,520000.0,20000.0,,,,81.8,,,520000.0
2011.0,265000.0,20000.0,,,,78.9,,,265000.0
2012.0,330000.0,50000.0,,,,85.8,,,330000.0
2012.0,330000.0,50000.0,,,,85.8,,,330000.0
2014.0,509999.0,120000.0,,,,62.1,,,509999.0
2014.0,500000.0,70000.0,,,,121.3,,,500000.0
2015.0,525000.0,50000.0,,,,81.86,,,525000.0
2019.0,675000.0,16500.0,,,,81.8,,,675000.0
2010.0,300000.0,70000.0,,,,80.0,,,300000.0
2005.0,90000.0,99361.0,,,,46.3,,,90000.0
2017.0,650000.0,25000.0,,,,74.0,,,650000.0
2014.0,409000.0,70000.0,,,,85.8,,,409000.0
2015.0,395000.0,80000.0,,,,70.0,,,395000.0
2010.0,215000.0,70000.0,,,,82.0,,,215000.0
2014.0,400000.0,70000.0,,,,85.8,,,400000.0
2012.0,120000.0,60000.0,,,,79.4,,,120000.0
2018.0,645000.0,10000.0,,,,84.0,,,645000.0
2006.0,81000.0,80000.0,,,,37.0,,,81000.0
2017.0,1300000.0,30000.0,,,,97.9,,,1300000.0
2017.0,1250000.0,33000.0,,,,97.9,,,1250000.0
2013.0,535000.0,90000.0,,,,93.7,,,535000.0
2014.0,555000.0,80100.0,,,,108.5,,,555000.0
2014.0,725000.0,120000.0,,,,117.3,,,725000.0
,300000.0,10000.0,,,,82.0,,,300000.0
2016.0,229999.0,40000.0,,,,53.3,,,229999.0
2013.0,800000.0,160000.0,,,,100.6,,,800000.0
2017.0,409999.0,47000.0,,,,67.04,,,409999.0
2018.0,1210000.0,25000.0,,,,88.7,,,1210000.0
2017.0,400000.0,26000.0,,,,84.0,,,400000.0
2018.0,520000.0,29000.0,,,,73.97,,,520000.0
2016.0,650000.0,50000.0,,,,83.1,,,650000.0
2011.0,325000.0,58000.0,,,,88.2,,,325000.0
2012.0,420000.0,120000.0,,,,85.8,,,420000.0
2014.0,400000.0,50000.0,,,,81.8,,,400000.0
2010.0,254999.0,80000.0,,,,80.0,,,254999.0
2003.0,65000.0,60000.0,,,,60.0,,,65000.0
2017.0,351000.0,36000.0,,,,67.04,,,351000.0
2007.0,404000.0,120000.0,,,,102.0,,,404000.0
2011.0,185000.0,185000.0,,,,73.9,,,185000.0
2011.0,250000.0,50000.0,,,,63.1,,,250000.0
,60000.0,100000.0,,,,60.0,,,60000.0
2013.0,500000.0,50000.0,,,,121.3,,,500000.0
2007.0,85000.0,80000.0,,,,67.1,,,85000.0
2005.0,85000.0,60000.0,,,,82.0,,,85000.0
2005.0,85000.0,80000.0,,,,46.3,,,85000.0
2011.0,265000.0,90000.0,,,,73.9,,,265000.0
2010.0,130000.0,162000.0,,,,66.1,,,130000.0
2013.0,480000.0,110000.0,,,,88.76,,,480000.0
2008.0,170000.0,120000.0,,,,75.0,,,170000.0
2011.0,275000.0,45000.0,,,,63.1,,,275000.0
2005.0,89000.0,90000.0,,,,67.1,,,89000.0
2010.0,170000.0,90000.0,,,,68.0,,,170000.0
2019.0,1090000.0,16500.0,,,,110.0,,,1090000.0
2017.0,1100000.0,67000.0,,,,126.2,,,1100000.0
2018.0,610000.0,52000.0,,,,81.8,,,610000.0
2016.0,335000.0,40000.0,,,,67.0,,,335000.0
2015.0,434999.0,40000.0,,,,82.0,,,434999.0
2018.0,,35000.0,,,,,,,
2018.0,390000.0,13000.0,,,,53.26,,,390000.0
2012.0,325000.0,40000.0,,,,86.8,,,325000.0
2019.0,640000.0,10000.0,,,,73.75,,,640000.0
2012.0,450000.0,9000.0,,,,97.7,,,450000.0
2013.0,400000.0,70000.0,,,,67.06,,,400000.0
2009.0,215000.0,60000.0,,,,78.9,,,215000.0
2014.0,570000.0,40000.0,,,,83.8,,,570000.0
2012.0,680000.0,93000.0,,,,140.0,,,680000.0
2008.0,325000.0,80000.0,,,,102.0,,,325000.0
2011.0,150000.0,50000.0,,,,64.08,,,150000.0
2013.0,690000.0,68000.0,,,,147.5,,,690000.0
2013.0,,25000.0,,,,,,,
2012.0,64000.0,18000.0,,,,37.5,,,64000.0
2013.0,250000.0,120000.0,,,,63.1,,,250000.0
2005.0,65000.0,35000.0,,,,67.1,,,65000.0
2016.0,550000.0,60000.0,,,,74.0,,,550000.0
2010.0,140000.0,70000.0,,,,78.9,,,140000.0
2016.0,300000.0,30000.0,,,,53.3,,,300000.0
2016.0,800000.0,70000.0,,,,,,,800000.0
2017.0,,9000.0,,,,,,,
2019.0,,20000.0,,,,,,,
2017.0,,45000.0,,,,,,,
2015.0,503000.0,110000.0,,,,147.94,,,503000.0
2019.0,,20000.0,,,,,,,
2016.0,,68089.0,,,,,,,
2013.0,225000.0,58343.0,,,,67.05,,,225000.0
2018.0,740000.0,38817.0,,,,74.0,,,740000.0
2016.0,550000.0,56494.0,,,,88.7,,,550000.0
2013.0,750000.0,79328.0,,,,100.6,,,750000.0
2019.0,650000.0,5621.0,,,,81.8,,,650000.0
2017.0,625000.0,25538.0,,,,88.73,,,625000.0
2018.0,600000.0,69779.0,,,,81.8,,,600000.0
2017.0,450000.0,56290.0,,,,73.97,,,450000.0
2019.0,,7500.0,,,,,,,
2019.0,,8500.0,,,,,,,
2019.0,779000.0,7032.0,,,,88.76,,,779000.0
2016.0,645000.0,11000.0,,,,103.5,,,645000.0
2018.0,,2000.0,,,,150.0,,,
2010.0,150000.0,106000.0,,,,78.9,,,150000.0
2012.0,265000.0,162000.0,,,,82.0,,,265000.0
2009.0,500000.0,120000.0,,,,,,,500000.0
2015.0,480000.0,90000.0,,,,74.0,,,480000.0
2014.0,535000.0,70000.0,,,,126.32,,,535000.0
2005.0,250000.0,,,,,102.0,,,250000.0
2012.0,300000.0,100000.0,,,,88.8,,,300000.0
2009.0,340000.0,,,,,103.2,,,340000.0
2009.0,340000.0,,,,,110.0,,,340000.0
2016.0,240000.0,50000.0,,,,47.3,,,240000.0
2018.0,1085000.0,1000.0,,,,117.6,,,1085000.0
2017.0,750000.0,19000.0,,,,74.02,,,750000.0
2012.0,95000.0,,,,,70.0,,,95000.0
2020.0,409999.0,35000.0,,,,61.7,,,409999.0
2014.0,215000.0,80000.0,,,,67.05,,,215000.0
2016.0,1290000.0,50000.0,,,,140.0,,,1290000.0
2010.0,150000.0,80000.0,,,,67.1,,,150000.0
2013.0,219000.0,50000.0,,,,55.2,,,219000.0
2018.0,325000.0,100000.0,,,,84.0,,,325000.0
2013.0,260000.0,120000.0,,,,73.0,,,260000.0
2017.0,,9000.0,,,,,,,
2019.0,,20000.0,,,,,,,
2017.0,,45000.0,,,,,,,
2015.0,503000.0,110000.0,,,,147.94,,,503000.0
2019.0,,20000.0,,,,,,,
2016.0,,68089.0,,,,,,,
2013.0,225000.0,58343.0,,,,67.05,,,225000.0
2018.0,740000.0,38817.0,,,,74.0,,,740000.0
2016.0,550000.0,56494.0,,,,88.7,,,550000.0
2013.0,750000.0,79328.0,,,,100.6,,,750000.0
2019.0,650000.0,5621.0,,,,81.8,,,650000.0
2017.0,625000.0,25538.0,,,,88.73,,,625000.0
2018.0,600000.0,69779.0,,,,81.8,,,600000.0
2017.0,450000.0,56290.0,,,,73.97,,,450000.0
2019.0,,7500.0,,,,,,,
2019.0,,8500.0,,,,,,,
2019.0,779000.0,7032.0,,,,88.76,,,779000.0
2016.0,645000.0,11000.0,,,,103.5,,,645000.0
2018.0,,2000.0,,,,150.0,,,
2019.0,700000.0,40000.0,,,,78.9,,,700000.0
2017.0,950000.0,45000.0,,,,88.7,,,950000.0
2010.0,160000.0,80000.0,,,,46.3,,,160000.0
2015.0,409999.0,135000.0,,,,71.01,,,409999.0
2015.0,840000.0,120000.0,,,,100.6,,,840000.0
2013.0,450000.0,67000.0,,,,67.1,,,450000.0
2017.0,900000.0,50000.0,,,,74.02,,,900000.0
2008.0,570000.0,134000.0,,,,102.0,,,570000.0
2011.0,254999.0,110000.0,,,,63.1,,,254999.0
2009.0,130000.0,40000.0,,,,37.0,,,130000.0
2013.0,530000.0,120000.0,,,,74.0,,,530000.0
2015.0,520000.0,110000.0,,,,88.8,,,520000.0
2011.0,229999.0,170000.0,,,,64.1,,,229999.0
2004.0,81000.0,80000.0,,,,37.0,,,81000.0
2016.0,600000.0,47000.0,,,,74.0,,,600000.0
2015.0,409999.0,93000.0,,,,81.86,,,409999.0
2010.0,120000.0,70000.0,,,,37.0,,,120000.0
2014.0,320000.0,50000.0,,,,67.04,,,320000.0
2015.0,292000.0,70000.0,,,,68.05,,,292000.0
2012.0,390000.0,80000.0,,,,138.03,,,390000.0
2016.0,550000.0,44000.0,,,,86.8,,,550000.0
2014.0,385000.0,25000.0,,,,67.04,,,385000.0
2016.0,800000.0,25000.0,,,,121.3,,,800000.0
2019.0,675000.0,10000.0,,,,81.8,,,675000.0
2018.0,,50000.0,,,,,,,
2018.0,950000.0,30000.0,,,,98.96,,,950000.0
2015.0,610000.0,50000.0,,,,88.73,,,610000.0
2012.0,525000.0,120000.0,,,,88.73,,,525000.0
2019.0,700000.0,40000.0,,,,78.9,,,700000.0
2015.0,375000.0,80000.0,,,,62.1,,,375000.0
2015.0,580000.0,90000.0,,,,83.8,,,580000.0
2015.0,434999.0,50000.0,,,,83.11,,,434999.0
2020.0,350000.0,2136.0,,,,67.0,,,350000.0
2012.0,730000.0,,,,,100.0,,,730000.0
2015.0,600000.0,35000.0,,,,81.83,,,600000.0
2015.0,1050000.0,120000.0,,,,100.6,,,1050000.0
2017.0,735000.0,70000.0,,,,74.0,,,735000.0
2018.0,1050000.0,18000.0,,,,108.45,,,1050000.0
2016.0,420000.0,110000.0,,,,73.74,,,420000.0
2017.0,800000.0,60000.0,,,,88.5,,,800000.0
2015.0,,60000.0,,,,,,,
2016.0,600000.0,147000.0,,,,74.0,,,600000.0
2015.0,,130000.0,,,,,,,
2011.0,500000.0,99500.0,,,,147.9,,,500000.0
2011.0,200000.0,110000.0,,,,71.0,,,200000.0
2016.0,370000.0,35000.0,,,,67.04,,,370000.0
2010.0,260000.0,110000.0,,,,110.0,,,260000.0
2016.0,280000.0,100000.0,,,,77.0,,,280000.0
2014.0,610000.0,21000.0,,,,93.7,,,610000.0
2013.0,300000.0,60000.0,,,,90.0,,,300000.0
2010.0,140000.0,40000.0,,,,70.0,,,140000.0
2008.0,229999.0,50000.0,,,,68.05,,,229999.0
2010.0,200000.0,65000.0,,,,66.1,,,200000.0
2011.0,200000.0,80000.0,,,,67.1,,,200000.0
2015.0,560000.0,119000.0,,,,126.2,,,560000.0
2016.0,750000.0,80000.0,,,,88.5,,,750000.0
2017.0,585000.0,90000.0,,,,74.0,,,585000.0
2016.0,760000.0,20000.0,,,,121.4,,,760000.0
2014.0,430000.0,80000.0,,,,74.0,,,430000.0
2020.0,480000.0,44665.0,,,,77.0,,,480000.0
2019.0,643000.0,10000.0,,,,113.4,,,643000.0
2018.0,500000.0,60000.0,,,,81.86,,,500000.0
2016.0,425000.0,22000.0,,,,86.8,,,425000.0
2014.0,250000.0,25000.0,,,,47.3,,,250000.0
2016.0,285000.0,70000.0,,,,47.0,,,285000.0
2008.0,160000.0,123000.0,,,,85.8,,,160000.0
2011.0,250000.0,70000.0,,,,103.6,,,250000.0
2013.0,170000.0,70000.0,,,,79.4,,,170000.0
2013.0,409999.0,45000.0,,,,67.06,,,409999.0
2015.0,400000.0,40000.0,,,,82.0,,,400000.0
2019.0,700000.0,30000.0,,,,74.02,,,700000.0
2007.0,350000.0,90000.0,,,,130.0,,,350000.0
2016.0,660000.0,34000.0,,,,91.1,,,660000.0
2017.0,268000.0,25000.0,,,,47.3,,,268000.0
